"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 1902"																																	
		"n"	"JAPAN"	"HOKKAIDO"	"TOMARI (HOKKAIDO)"	41.716	141.006	17074.1901752011									1.3		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOMIHAMA"	42.5	142.017	16995.327372346812									2.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOMIURA"	42.433	141.167	17064.86379449125									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"TOYOURA"	42.583	140.717	17102.37952284942									1.7		1														
		"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA"	42.167	142.767	16931.59071204173									1.53		2		"R"												
		"n"	"JAPAN"	"HOKKAIDO"	"USU"	42.517	140.783	17096.744832733348									1.5		1														
		"n"	"JAPAN"	"HOKKAIDO"	"UTOROKO"	44.067	145	16759.512542423225											2														
		"n"	"JAPAN"	"HOKKAIDO"	"WASHIBETSU"	42.35	141.05	17074.130582244372									0.4		1														
		"n"	"JAPAN"	"HOKKAIDO"	"WATARICHIRIPPU"	43.033	145.067	16749.12777425791									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"YACHI"	41.746	140.903	17082.946232443843									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"YOROCHIRIPPU"	43.033	145.05	16750.51075518008									2		1														
		"n"	"JAPAN"	"HOKKAIDO"	"ZENIKAMESAWA"	41.753	140.875	17085.317223666425									1.4		1														
		"n"	"JAPAN"	"HYOGO"	"ANAGA"	34.267	134.667	17473.74110265193									0.4		1														
		"n"	"JAPAN"	"HYOGO"	"FUKURA"	34.25	134.717	17468.779090392334									0.96		1														
		"n"	"JAPAN"	"HYOGO"	"GUNKE"	34.467	134.85	17464.435764990987									0.2		1														
		"n"	"JAPAN"	"HYOGO"	"KOBE"	34.683	135.183	17442.326532229727									0.28		2														
		"n"	"JAPAN"	"HYOGO"	"MARUYAMA"	34.283	134.667	17474.286112848236									0.5		1														
		"n"	"JAPAN"	"HYOGO"	"SUMOTO"	34.333	134.9	17455.56122833058									0.7		2														
		"n"	"JAPAN"	"HYOGO"	"TORIKAI"	34.367	134.75	17469.855179194743									0.4		1														
		"n"	"JAPAN"	"HYOGO"	"TSUI"	34.333	134.7	17473.090135874358									0.1		1														
		"n"	"JAPAN"	"IBARAKI"	"AKASHI"	36	140.667	17002.064675857724									2		1														
		"n"	"JAPAN"	"IBARAKI"	"HIRAISO"	36.35	140.617	17016.07822272595									1.25		1														
		"n"	"JAPAN"	"IBARAKI"	"HIRAKATA"	36.85	140.8	17013.204597530916									2.5		1														
		"n"	"JAPAN"	"IBARAKI"	"ISOHAMA"	36.317	140.583	17018.147903052835									1.25		1														
		"n"	"JAPAN"	"IBARAKI"	"ISOZAKI"	36.383	140.633	17015.572651952112									1.5		1														
		"n"	"JAPAN"	"IWATE"	"KUJI"	36.5	140.617	17020.080230235948									3		1														
		"n"	"JAPAN"	"IBARAKI"	"MINATO-OHASHI"	36.333	140.583	17018.580365164813									1		2														
		"n"	"JAPAN"	"IBARAKI"	"NAKAMINATO"	36.333	140.59	17017.970773510657									1		1														
		"n"	"JAPAN"	"IBARAKI"	"NATSUMI"	36.283	140.567	17018.619515700953									3		1														
		"n"	"JAPAN"	"IBARAKI"	"OARAIKO"	36.333	140.583	17018.580365164813									1.08		2														
		"n"	"JAPAN"	"IBARAKI"	"OTSU (KITAIBARAKISHI)"	36.833	140.8	17012.775427531018									2.85		1														
		"n"	"JAPAN"	"IBARAKI"	"OUSE"	36.567	140.667	17017.49203820758									3		1														
		"n"	"JAPAN"	"IBARAKI"	"TAKEIGAMA"	36.067	140.617	17008.306664678294									2		1														
		"n"	"JAPAN"	"ISHIKAWA"	"NANAOKO"	37.05	136.967	17351.330697607184									0.3		1														
		"n"	"JAPAN"	"IWATE"	"AKAHAMA"	39.35	141.933	16968.041560959486									3.4		1														
		"n"	"JAPAN"	"IWATE"	"AKAMAE"	39.583	141.967	16968.95122873923									4.5		1														
		"n"	"JAPAN"	"IWATE"	"ANDO"	39.35	141.917	16969.40497082003									4		1														
		"n"	"JAPAN"	"IWATE"	"ANEYOSHI"	39.533	142.05	16961.091125188992									1.3		1														
		"n"	"JAPAN"	"IWATE"	"ATTARI"	39.033	141.767	16976.736175758422									1.3		1														
		"n"	"JAPAN"	"IWATE"	"CHIKEI-KITAGAWA"	39.533	142.033	16962.53711106956									2.8		1														
		"n"	"JAPAN"	"IWATE"	"FUDAI"	40.017	141.9	16981.17930235761									2.4		1														
		"n"	"JAPAN"	"IWATE"	"HAKOZAKI"	39.317	141.917	16968.85091361269									3.2		1														
		"n"	"JAPAN"	"IWATE"	"HEITA"	39.25	141.9	16969.16362794468									3		1														
		"n"	"JAPAN"	"IWATE"	"HEIZAWA"	39.65	142.017	16965.760406837373									2.4		1														
		"n"	"JAPAN"	"IWATE"	"HIRAIGA"	39.933	141.95	16975.73297588252									1		1														
		"n"	"JAPAN"	"IWATE"	"HONGO (KAMAISHI)"	39.2	141.9	16968.30481738575									2		1														
		"n"	"JAPAN"	"IWATE"	"HORINAI"	40.05	141.867	16984.44037910763									5		1														
		"n"	"JAPAN"	"IWATE"	"HORINAI (MIYAKO)"	39.6	141.967	16969.221138873243									1.7		1														
		"n"	"JAPAN"	"IWATE"	"HOSOURA"	39.017	141.717	16980.725268211052									2.3		1														
		"n"	"JAPAN"	"IWATE"	"IMAIZUMI"	39	141.617	16988.97219098567									4.9		1														
		"n"	"JAPAN"	"IWATE"	"ISHIHAMA (MIYAKO)"	39.517	142.033	16962.278303721625									2.5		1														
		"n"	"JAPAN"	"IWATE"	"JODOGAHAMA"	39.65	141.983	16968.649290412042									1.3		1														
		"n"	"JAPAN"	"IWATE"	"KADONOHAMA"	40.45	141.683	17005.28662640208									2.4		1														
		"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	16970.903292213996	22	17	35	22	24				0.35		2														
		"n"	"JAPAN"	"IWATE"	"KAMAISHI (KAMAISHI CITY)"	39.267	141.883	16970.903292213996									3.3		1														
		"n"	"JAPAN"	"IWATE"	"KANEHAMA"	39.6	141.95	16970.666335463204									5.3		1														
		"n"	"JAPAN"	"IWATE"	"KAWAJIRIGAWAKAKO"	40.417	141.717	17002.00750068705									3		1														
		"n"	"JAPAN"	"IWATE"	"KAWASHIRO"	39.5	142.017	16963.363661768104									2.7		1														
		"n"	"JAPAN"	"IWATE"	"KIRIKIRI"	39.367	141.95	16966.87725739947									2.9		1														
		"n"	"JAPAN"	"IWATE"	"KOSHIRAHAMA"	39.2	141.867	16971.120779843543									3.8		1														
		"n"	"JAPAN"	"IWATE"	"KOSODE"	40.167	141.85	16987.500513416337									3.8		1														
		"n"	"JAPAN"	"IWATE"	"KUJIKO"	40.2	141.817	16990.737436788884									2.95		2														
		"n"	"JAPAN"	"MIE"	"KUKI"	40.133	141.85	16987.0346682518									4.1		1														
		"n"	"JAPAN"	"IWATE"	"MIKKAICHI"	39	141.683	16983.32898225908									5.5		1														
		"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	16968.649290412042									0.85		2														
		"n"	"JAPAN"	"IWATE"	"MIYAKO (MIYAKO CITY)"	39.633	141.967	16969.74203296755									2		1														
		"n"	"JAPAN"	"IWATE"	"MURONOHAMA"	39.333	141.917	16969.120048693203									3.6		1														
		"n"	"JAPAN"	"IWATE"	"NAKANO"	40.3	141.8	16993.502398472177									3		1														
		"n"	"JAPAN"	"IWATE"	"NAMIITA"	39.383	141.933	16968.592014940008									2.8		1														
		"n"	"JAPAN"	"IWATE"	"NATSUI"	40.217	141.8	16992.402630077217									2.9		1														
		"n"	"JAPAN"	"IWATE"	"NODA"	40.117	141.833	16988.25190127693									5.2		1														
		"n"	"JAPAN"	"IWATE"	"NORINOWAKI"	39.583	141.95	16970.39665912241									4.1		1														
		"n"	"JAPAN"	"IWATE"	"OFUNATO (OFUNATO CITY)"	39.05	141.733	16979.943505723295									5.4		1														
		"n"	"JAPAN"	"IWATE"	"OISHI"	39.183	141.9	16968.010725809712									2.6		1														
		"n"	"JAPAN"	"IWATE"	"OMOTO"	39.85	141.983	16971.71005861207									1		1														
		"n"	"JAPAN"	"IWATE"	"OONO"	38.967	141.7	16981.284227368764									3.1		1														
		"n"	"JAPAN"	"IWATE"	"ORIKASA"	39.45	141.967	16966.80274848648									4		1														
		"n"	"JAPAN"	"IWATE"	"OSABE"	38.983	141.633	16987.300847565544									4.5		1														
		"n"	"JAPAN"	"MIYAGI"	"OSAWA"	39.483	141.983	16965.980255270166									2.7		1														
		"n"	"JAPAN"	"IWATE"	"OTOBE"	39.6	142.033	16963.61062329329									0.6		1														
		"n"	"JAPAN"	"IWATE"	"OTSUCHI"	39.35	141.917	16969.40497082003									3.4		1														
		"n"	"JAPAN"	"IWATE"	"RAGA"	39.933	141.95	16975.73297588252									1		1														
		"n"	"JAPAN"	"IWATE"	"RYOGAE"	39	141.683	16983.32898225908									5.9		1														
		"n"	"JAPAN"	"IWATE"	"RYOISHI"	39.3	141.9	16970.013231315505									3.7		1														
		"n"	"JAPAN"	"IWATE"	"RYORIKO"	39.033	141.8	16973.915783292825									3.3		1														
		"n"	"JAPAN"	"IWATE"	"SAMURAIHAMAAZAYOKONUMA"	40.267	141.267	17038.094626824335									1.3		1														
		"n"	"JAPAN"	"IWATE"	"SATO"	39.567	142.033	16963.083945783404									1.4		1														
		"n"	"JAPAN"	"IWATE"	"SETTAI"	39.817	141.983	16971.215236705157									1		1														
		"n"	"JAPAN"	"IWATE"	"SHIMANOKOSHI"	39.917	141.95	16975.498942782186									1		1														
		"n"	"JAPAN"	"IWATE"	"SHINDEN"	39.067	141.733	16980.243803556055									4.3		1														
		"n"	"JAPAN"	"IWATE"	"SHIRAHAMA (MIYAKO CITY)"	39.6	141.983	16967.8609777008									3		1														
		"n"	"JAPAN"	"IWATE"	"SHIRAHAMA (SANRIKUCHO)"	39.05	141.817	16972.765312999294									4.5		1														
		"n"	"JAPAN"	"IWATE"	"SOKEI"	39.633	141.967	16969.74203296755									1.4		1														
		"n"	"JAPAN"	"IWATE"	"SUNAGOHAMA"	39.067	141.85	16970.247260133954									1.9		1														
		"n"	"JAPAN"	"IWATE"	"TACHIHAMA"	39.633	142.033	16964.133285632553									1.5		1														
		"n"	"JAPAN"	"IWATE"	"TAKAHAMA"	39.6	141.967	16969.221138873243									5.1		1														
		"n"	"JAPAN"	"IWATE"	"TAKATA"	39	141.633	16987.604103149326									4.1		1														
		"n"	"JAPAN"	"IWATE"	"TAKONOHAMA"	39.65	141.983	16968.649290412042									1.9		1														
		"n"	"JAPAN"	"IWATE"	"TAMAGAWA"	40.083	141.833	16987.78020473465									8.1		1														
		"n"	"JAPAN"	"IWATE"	"TAMANOWAKI"	40.183	141.817	16990.50765281227									3.6		1														
		"n"	"JAPAN"	"IWATE"	"TANEICHI"	40.4	141.733	17000.443668780743									2.2		1														
		"n"	"JAPAN"	"IWATE"	"TANOHAMA (SANRIKUCHO)"	39.033	141.8	16973.915783292825									2.6		1														
		"n"	"JAPAN"	"IWATE"	"TARO (TAROCHO) "	39.733	141.983	16969.9374835739									3		1														
		"n"	"JAPAN"	"IWATE"	"TOMARI (SANRIKUCHO)"	39.117	141.817	16973.946840700533									3.1		1														
		"n"	"JAPAN"	"IWATE"	"TOMARIKO"	38.95	141.7	16980.97806673974									2.9		1														
		"n"	"JAPAN"	"IWATE"	"TSUGARUISHI"	39.583	141.95	16970.39665912241									5.5		1														
		"n"	"JAPAN"	"IWATE"	"UISO"	39.633	141.033	17049.155854917448									2		1														
		"n"	"JAPAN"	"IWATE"	"URAHAMA"	39.117	141.817	16973.946840700533									3.8		1														
		"n"	"JAPAN"	"IWATE"	"URANOSAWA"	39.633	142	16966.937610185665									2.1		1														
		"n"	"JAPAN"	"IWATE"	"UREISHI"	39.267	141.9	16969.45352653373									2.9		1														
		"n"	"JAPAN"	"IWATE"	"WAKINOSAWA"	39	141.667	16984.696995608272									3		1														
		"n"	"JAPAN"	"IWATE"	"YAGI"	40.35	141.767	16996.93702366241									2.4		1														
		"n"	"JAPAN"	"IWATE"	"YAMADA"	39.467	141.95	16968.528012887138									3.1		1														
		"n"	"JAPAN"	"IWATE"	"YOSHIHAMA"	39.15	141.833	16973.156701370557									3.5		1														
		"n"	"JAPAN"	"KAGAWA"	"TAKAMATSU"	34.35	134.05	17530.628064337838									0.2		2														
		"n"	"JAPAN"	"KAGOSHIMA"	"AKUNE"	32.017	130.2	17773.659647147117									1		1														
		"n"	"JAPAN"	"KAGOSHIMA"	"KAGOSHIMA"	31.583	130.567	17721.929935448192									0.26		2														
		"n"	"JAPAN"	"KAGOSHIMA"	"MAKURAZAKI"	31.267	130.3	17729.618243289002									0.78		2														
		"n"	"JAPAN"	"KAGOSHIMA"	"NAKAKOSHIKI"	31.8	129.85	17793.689662385605									0.83		2														
		"n"	"JAPAN"	"KAGOSHIMA"	"NAZE"	28.383	129.5	17638.192912306673									0.25		2														
		"n"	"JAPAN"	"KAGOSHIMA"	"TANEGASHIMA"	30.733	131	17643.334649258453									1.3		2														
		"n"	"JAPAN"	"KANAGAWA"	"ABURATSUBO"	35.15	139.617	17068.632036015722									0.85		2														
		"n"	"JAPAN"	"KANAGAWA"	"CHOJAGASAKI"	35.25	139.583	17074.68751639555									0.5		1														
		"n"	"JAPAN"	"KANAGAWA"	"ENAWAN"	35.133	139.667	17063.72983864578									0.5		1														
		"n"	"JAPAN"	"KANAGAWA"	"FUKUURA"	35.15	139.133	17110.98427713769									0.6		1														
		"n"	"JAPAN"	"KANAGAWA"	"KAWASAKI"	35.5	139.767	17066.146859467783									0.62		2														
		"n"	"JAPAN"	"KANAGAWA"	"KOYAWATA"	35.267	139.2	17108.71228826925									0.35		1														
		"n"	"JAPAN"	"KANAGAWA"	"KURIHAMA"	35.233	139.717	17062.444874245506									0.9		2														
		"n"	"JAPAN"	"KANAGAWA"	"MANAZURUKO"	35.15	139.15	17109.49651096773									0.45		1														
		"n"	"JAPAN"	"WAKAYAMA"	"MISAKI"	35.133	139.617	17068.10459998384									0.5		1														
		"n"	"JAPAN"	"KANAGAWA"	"NAGASAWA"	35.2	139.683	17064.40352895492									0.6		1														
		"n"	"JAPAN"	"KANAGAWA"	"SUKA"	35.317	139.367	17095.623564979698									0.25		1														
		"n"	"JAPAN"	"KANAGAWA"	"URAGA"	35.25	139.717	17062.96653246275									0.5		1														
		"n"	"JAPAN"	"KANAGAWA"	"YAMANOUCHI"	35.467	139.633	17076.876563910697									0.67		2														
		"n"	"JAPAN"	"KANAGAWA"	"YAWATABASHI"	35.45	139.633	17076.368623922954									0.4		1														
		"n"	"JAPAN"	"KANAGAWA"	"YOKOSUKA"	35.283	139.65	17069.836067044023									0.54		2														
		"n"	"JAPAN"	"KANAGAWA"	"YUIGAHAMA"	35.283	139.567	17077.095652918866									0.65		1														
		"n"	"JAPAN"	"KOCHI"	"FUKURA (SUKUMO)"	32.867	132.733	17590.707661457025									0.5		1														
		"n"	"JAPAN"	"KOCHI"	"HANE"	33.367	134.067	17493.854477511657									1		1														
		"n"	"JAPAN"	"KOCHI"	"MITSU"	33.283	134.183	17480.51006549544									1		1														
		"n"	"JAPAN"	"KOCHI"	"MUKUZU"	32.917	132.667	17598.479169688595									1		1														
		"n"	"JAPAN"	"KOCHI"	"MUROTOMISAKI"	33.267	134.167	17481.296054728333									2.2		1														
		"n"	"JAPAN"	"KOCHI"	"SAKIHAMA"	33.383	134.217	17481.34292692358									2.5		1														
		"n"	"JAPAN"	"KOCHI"	"SHIINA"	33.317	134.2	17480.32236662467									1		1														
		"n"	"JAPAN"	"KOCHI"	"TAKAOKA"	33.267	134.183	17479.89721747304									1		1														
		"n"	"JAPAN"	"KOCHI"	"TANOURA"	32.9	132.717	17593.43631575829									0.3		1														
		"n"	"JAPAN"	"KOCHI"	"TOSA-SHIMIZU"	32.7792	132.9589	17567.457795102095									1.34		2														
		"n"	"JAPAN"	"KOCHI"	"TSURO"	33.25	134.167	17480.643680370045									2.9		1														
		"n"	"JAPAN"	"KOCHI"	"USUSUKI"	32.917	132.667	17598.479169688595									0.5		1														
		"n"	"JAPAN"	"KOCHI"	"KABA"	32.917	132.683	17597.084930937322									0.6		1														
		"n"	"JAPAN"	"KOCHI"	"KANNOURA"	33.533	134.3	17479.711651140067									3.02		1														
		"n"	"JAPAN"	"KOCHI"	"KARYOGO"	33.383	134.033	17497.434473711404									1		1														
		"n"	"JAPAN"	"KOCHI"	"KATASHIMA"	32.917	132.7	17595.60351325923									1.52		1														
		"n"	"JAPAN"	"KOCHI"	"KOBUKAURA"	32.9	132.717	17593.43631575829									0.3		1														
		"n"	"JAPAN"	"KOCHI"	"KOCHI"	33.55	133.55	17545.95403183394									1.55		2														
		"n"	"JAPAN"	"KOCHI"	"KOMAME"	32.783	132.7	17590.164065312165									0.3		1														
		"n"	"JAPAN"	"KOCHI"	"KOZUKUSHI"	32.883	132.717	17592.74934906302									0.5		1														
		"n"	"JAPAN"	"SHIMANE"	"MISUMI"	32.617	130.45	17778.633048525207											2														
