"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 1902"																																	
		"n"	"PAPUA NEW GUINEA"		"LOMBRUM, ADMIRALTY ISLANDS"	-2.05	147.4	13905.17893799768									1.2		1														
		"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	13505.001953515566	23	14	50	19	39				0.7		2	33	"R"												
		"n"	"USA"	"AK"	"JUNEAU, AK"	58.3	-134.42	12090.608868846382									0.05		2														
		"n"	"USA"	"AK"	"KAKE, AK"	56.97	-133.92	11966.928939083795	23	14	0	18	49						2														
		"n"	"USA"	"AK"	"KETCHIKAN, AK"	55.333	-131.633	11737.632833957501	23								0.05		2														
		"n"	"USA"	"AK"	"ATTU, MASSACRE BAY, AK"	52.83	173.2	14766.413071527375	23	15	30	20	19				1.68		2	45	"R"												
		"n"	"USA"	"AK"	"SEWARD, AK"	60.119	-149.427	12892.583771320655	23	14	40	19	29				0.7		2	48	"R"												
		"n"	"USA"	"AK"	"SITKA, AK"	57.052	-135.342	12036.014597189316	23	13	33	18	22				0.46		2	27	"R"												
		"n"	"USA"	"AK"	"SKAGWAY, AK"	59.44	-135.33	12215.322851365114	23	15	0	19	49				0.18		2	80	"R"												
		"n"	"USA"	"AK"	"ADAK, SWEEPER COVE, AK"	51.863	-176.632	14068.045633210299	23	14	40	19	29				1.1		2	50	"R"												
		"n"	"USA"	"AK"	"KODIAK ISLAND, WOMENS BAY, AK"	57.730313	-152.513871	12908.020426181092	23	14	25	19	14				0.7		2	70	"R"												
		"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.2766	-170.689	9665.39792282556	23	7	33	12	22				0.8		2	18	"R"												
		"n"	"AUSTRALIA"		"BALLINA"	-28.87	153.58	11127.892088474564	23	12	5	16	54				0.18		2	38	"F"												
		"n"	"AUSTRALIA"		"BRISBANE (CAIRNCROSS)"	-27.36666	153.16666	11286.959416708416									0.11		2		"R"												
		"n"	"AUSTRALIA"		"CAIRNS"	-16.91666	145.78333	12671.261047332726	23	15	0	19	49				0.15		2	25	"F"												
		"n"	"AUSTRALIA"		"COFFS HARBOUR"	-30.3	153.15	11022.990667177197									0.5		2		"F"												
		"n"	"AUSTRALIA"		"EDEN (TWOFOLD BAY)"	-37.07366	149.907739	10568.230411331637	23	12	10	16	59				0.9		2	32	"R"												
		"n"	"AUSTRALIA"		"FREMANTLE"	-32.055833	115.73944	12175.223427836354									0.15		2		"R"												
		"n"	"AUSTRALIA"		"FORT DENISON, SYDNEY HARBOR"	-33.85	151.233	10801.298950879085									0.41		2		"F"												
		"n"	"AUSTRALIA"		"HOBART, TASMANIA"	-42.88	147.33	10136.234425511899	23	12	0	16	49				0.15		2	15	"R"												
		"n"	"AUSTRALIA"		"ILUKA"	-29.42	153.37	11090.208140164714	23	12	33	17	22				0.32		2	12	"R"												
		"n"	"AUSTRALIA"		"LORD HOWE I."	-31.517	159.067	10574.820942314049	23	10	45	15	34				0.7		2	22	"R"												
		"n"	"AUSTRALIA"		"NEWCASTLE"	-32.933	151.783	10857.00337522914	23	12	0	16	49				0.55		2		"F"												
		"n"	"AUSTRALIA"		"NORFOLK ISLAND"	-29.058333	167.953611	10216.036593353918	23	9	0	13	49				0.2		2	60	"R"												
		"n"	"AUSTRALIA"		"PT. MACDONNELL"	-38.07	140.7	10873.8461756564									0.12		2		"R"												
		"n"	"AUSTRALIA"		"TOWNSVILLE, QUEENSLAND"	-19.25	146.83333	12394.071212989675	23	16	5	20	54				0.15		2	80	"R"												
		"n"	"AUSTRALIA"		"URANGAN JETTY, QUEENSLAND"	-25.28	152.97	11486.240101974057									0.09		2		"R"												
		"n"	"USA"	"CA"	"ALAMEDA, CA"	37.77166	-122.29833	9786.768808479748	23	10	50	15	39				0.31		2	100	"R"												
		"n"	"USA"	"CA"	"ALAMITOS BAY, CA"	33.75	-118.12	9204.426506612484	23	9	34	14	23				0.61		2	36	"R"												
		"n"	"USA"	"CA"	"AVALON, CATALINA IS, CA"	33.345	-118.325	9177.907200731534									0.61		1														
		"n"	"USA"	"CA"	"AVILA BEACH, CA"	35.179	-120.735	9471.723908003323									0.99		1														
		"n"	"USA"	"CA"	"BERKELEY, CA"	37.87	-122.27	9794.059976042601											1														
		"n"	"USA"	"CA"	"BODEGA BAY, CA"	38.27	-123	9867.945242588705									0.3		2														
		"n"	"USA"	"CA"	"CAMBRIA, CA"	35.5	-121.12	9521.071781313438											1														
		"n"	"USA"	"CA"	"CAPITOLA, CA"	36.97	-121.95	9696.848525047068											1														
		"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	10236.128748786236	23	10	40	15	29				1.68		2	84	"R"					3	1	0.03	1				
		"n"	"USA"	"OR"	"DEPOE BAY, OR"	44.808	-124.063	10499.228230344157									0.9		1														
		"n"	"USA"	"CA"	"GUALALA RIVER, CA"	38.77	-123.48	9937.463807989781									0.61		1														
		"n"	"USA"	"CA"	"HUMBOLDT BAY, CA"	40.77	-124.22	10152.265366572636											1														
		"n"	"USA"	"CA"	"LA JOLLA, CA"	32.867	-117.257	9078.342381113906	23	8	50	13	39				0.52		2	21	"R"												
		"n"	"USA"	"CA"	"LONG BEACH, CA"	33.75	-118.22	9209.615331533998	23	9	27	14	16				0.88		2	40	"R"								1				
		"n"	"USA"	"CA"	"LOS ANGELES, CA"	33.719	-118.272	9209.470465996015	23	9	18	14	7				0.76		2	46	"R"												
		"n"	"USA"	"CA"	"MONTEREY, CA"	36.605	-121.888	9660.924250565624									1.1		1														
		"n"	"USA"	"CA"	"MORRO BAY, CA"	35.3377523	-120.8512	9492.199324364215											1			1	1										
		"n"	"USA"	"CA"	"MOSS LANDING, CA"	36.8	-121.78	9672.67309595791									0.8		1														
		"n"	"USA"	"CA"	"NOYO HARBOR, CA"	39.43	-123.8	10012.507977971632	23	15	11	20	0				1		1										1				
		"n"	"USA"	"CA"	"OCEANO, CA"	35.08	-120.6	9455.632890820161											1														
		"n"	"USA"	"CA"	"PACIFIC GROVE, CA"	36.618	-121.917	9663.62247985559									0.91		5														
		"n"	"USA"	"CA"	"PACIFICA, CA"	37.614	-122.487	9782.62783226413									1.2		1														
		"n"	"USA"	"CA"	"PISMO BEACH, CA"	35.13	-120.63	9461.736634839683									1.37		2										1				
		"n"	"USA"	"CA"	"PORT HUENEME, CA"	34.14	-119.19	9295.957622560501	23	9	15	14	4				1.34		2	20	"R"								1				
		"n"	"USA"	"CA"	"PRINCETON, HALF MOON BAY, CA"	37.5049409	-122.4869222	9772.909819869725									2.2		1										1				
		"n"	"USA"	"CA"	"SAN DIEGO, CA"	32.715	-117.174	9059.995175271464	23	9	12	14	1				0.7		2	57	"R"												
		"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	9798.663902872331	23	10	13	15	2				0.46		2	72	"R"												
		"n"	"USA"	"CA"	"SAN PEDRO, CA"	33.707	-118.273	9208.420644426786	23	9	18	14	7				0.46		2	26	"R"												
		"n"	"USA"	"CA"	"SAN RAFAEL, CA"	37.97	-122.52	9816.070006755874											1										1				
		"n"	"USA"	"CA"	"SANTA BARBARA, CA"	34.40829	-119.68499	9346.421230313632	23			14	15				1.37		2														
		"n"	"USA"	"CA"	"SANTA CRUZ, CA"	36.97	-122.02	9700.540961179424									0.91		2	20													
		"n"	"USA"	"CA"	"SANTA MONICA, CA"	34.008	-118.5	9247.841809974423	23	9	22	14	11				1.4	91	2	46	"R"												
		"n"	"USA"	"CA"	"SHELTER COVE, CA"	40.02	-124.07	10078.55972776934									0.61		5		"R"												
		"n"	"USA"	"CA"	"STINSON BEACH, CA"	37.9	-122.63	9815.614655923466									1.5	15.24	1														
		"n"	"USA"	"CA"	"TERMINAL ISLAND (LOS ANGELES), CA"	33.75	-118.25	9211.173653851642	23	9	30	14	19				0.95		2	45	"R"												
		"n"	"USA"	"CA"	"WILSON COVE, CA"	33	-118.55	9158.103463569483	23	8	54	13	43				0.64		2	38	"R"												
		"n"	"CANADA"	"BC"	"CAPE SAINT JAMES, BRITISH COLUMBIA"	51.93	-131.02	11435.500852781237	23	12	21	17	9	23	15	50	0.19		2	28	"R"												
		"n"	"CANADA"	"BC"	"MCKENNY ISLAND, BRITISH COLUMBIA"	52.65	-129.48	11423.228788599723	23	13	3	17	52	23	18	0	0.22		2	18	"R"												
		"n"	"CANADA"	"BC"	"PRINCE RUPERT, BRITISH COLUMBIA"	54.32	-130.33	11598.22184757638	23			25	39	23	20	50	0.06		2														
		"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	10964.817761504852	23	12	21	17	9	23	17	30	0.63		2	24	"R"												
		"n"	"PANAMA"		"NAOS IS, CANAL ZONE, PACIFIC COAST"	8.92	-79.53	5248.5214959156665	23	4	40	9	29				0.2		2	100													
		"n"	"CHILE"	"LOS LAGOS"	"ANCUD, ISLA DE CHILOE"	-41.867	-73.8278	415.0500921966957									8		1														
		"n"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	1632.0132722624467	22	21	40	2	29				0.7		2	45	"R"												
		"n"	"CHILE"	"BIOBIO"	"ARAUCO"	-37.25	-73.317	99.43203566020306											1														
		"n"	"CHILE"	"ARICA Y PARINACOTA"	"ARICA"	-18.4758	-70.3232	2200.225163406675	22	22	38	3	27				1.05		2	40	"R"												
		"n"	"CHILE"	"ATACAMA"	"CALDERA"	-27.0644	-70.8247	1252.1238589609723	22	21	14	2	3				1.49		2	40	"R"												
		"n"	"CHILE"	"LOS LAGOS"	"ISLA DE CHILOE"	-42.5	-73.917	485.74016637502166									10		1			200	3										
		"n"	"CHILE"	"BIOBIO"	"CONCEPCION"	-36.83	-73.05	149.1064614469527											1														
		"n"	"CHILE"	"MAULE"	"CONSTITUCION"	-35.333	-72.417	324.12118664264244									2.5		1														
		"n"	"CHILE"	"COQUIMBO"	"COQUIMBO"	-29.95	-71.3353	928.6331727541397	22	20	35	1	24				1.1		2	38	"R"												
		"n"	"CHILE"	"BIOBIO"	"CORONEL"	-37.02	-73.15	126.69035339274923									2		1														
		"n"	"CHILE"	"LOS RIOS"	"CORRAL"	-39.867	-73.431	191.4021728297314									10		1			3	1						1				
		"n"	"CHILE"	"LOS LAGOS"	"GUAFO"	-43.58	-74.83	615.5617763920551									10		1														
		"n"	"CHILE"	"BIOBIO"	"ISLA MOCHA"	-38.367	-73.933	52.324465125522515									25		1										1		3		3
		"n"	"CHILE"	"BIOBIO"	"LEBU"	-37.617	-73.65	62.17378664106755									4		1														
		"n"	"CHILE"	"LOS LAGOS"	"MANSA RIVER"	-40.55	-73.76	268.95642568212384									8.5		1														
		"n"	"CHILE"	"LOS RIOS"	"MEHUIN"	-39.43	-73.22	143.7924809114768									15		1										2		2		
		"n"	"CHILE"	"AYSEN"	"PUERTO AISEN"	-45.4	-72.7	808.1589795455998									3		1														
		"n"	"CHILE"	"MAGALLANES"	"PUNTA ARENAS"	-53.17	-70.93	1681.0241865739295	22	23	15	4	4				0.23		2	180	"F"												
		"n"	"CHILE"	"MAULE"	"PUNTA CONSTITUCION"	-35.33	-72.42	324.3689902044814									2.5		1														
		"n"	"CHILE"	"ARAUCANIA"	"PUNTA SAAVEDRA"	-38.78	-73.4	70.712970871776									11.5	3000	1										3		3		
		"n"	"CHILE"	"VALPARAISO (JUAN FERNANDEZ)"	"ROBINSON CRUSOE, JUAN FERNANDEZ IS"	-33.6359	-78.831	699.6784418980086									5		1														
		"n"	"CHILE"	"BIOBIO"	"TALCAHUANO"	-36.6953	-73.1063	162.86337000320214	22	20	5	0	54				2.56		2	34	"F"												
		"n"	"CHILE"	"BIOBIO"	"TOME"	-36.617	-72.95	174.13131177743227									2.5		1														
		"n"	"CHILE"		"ALL OF CHILE"														1			2000	3					550	4		4		
		"n"	"CHILE"	"LOS RIOS"	"VALDIVIA"	-39.8	-73.233	184.56865221000484									10		1			130	3										
		"n"	"CHILE"	"VALPARAISO"	"VALPARAISO"	-33.02767128	-71.62787275	589.9777369567025	22	20	15	1	4				0.85		2	40	"R"												
		"n"	"CHINA"		"HONG KONG"	22.25	114.17	18102.31146607627	23	22	20	27	9				0.5		2	40	"F"												
		"n"	"COLOMBIA"	"VALLE DEL CAUCA"	"BUENAVENTURA"	3.893	-77.069	4669.178704697079											2														
		"n"	"COLOMBIA"	"NARINO"	"TUMACO"	1.833	-78.733	4459.848372682	23										2														
		"n"	"COSTA RICA"		"PUNTARENAS"	9.967	-84.833	5456.723730275015	23	3	25	8	14	24	14	22	0.59		2	48	"F"												
		"n"	"COSTA RICA"		"QUEPOS"	9.4246	-84.1711	5383.303166486739	23	3	45	8	34	24	9	44	0.55		2	45	"F"												
		"n"	"ECUADOR"	"SANTA ELENA"	"LA LIBERTAD"	-2.2177	-80.9064	4051.099020588701	23	1	20	6	9				0.96		2	36	"R"												
		"n"	"EL SALVADOR"	"LA UNION"	"LA UNION"	13.333	-87.817	5893.072139130646									0.53		2	165	"F"												
		"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"SAN CRISTOBAL ISLAND"	-0.9	-89.616	4444.7730969113345	23	1	40	6	29				0.62		2	28	"F"												
		"n"	"GUATEMALA"		"SAN JOSE"	13.917	-90.833	6042.911356937749	23	4	35	9	24				0.49		2	150	"F"												
		"n"	"USA"	"HI"	"AWEOWEONIU, KAUAI, HI"	21.906	-159.408	11149.734909113764									3.3		1														
		"n"	"USA"	"HI"	"ANINI, KAUAI, HI"	22.23	-159.45	11174.756202802138									0.6		1														
		"n"	"USA"	"HI"	"CAPE KUMUKAHI, HAWAII, HI"	19.52	-154.8	10608.502326236385									0.9		1														
		"n"	"USA"	"HI"	"MOKUOLOE-COCONUT IS, OAHU"	21.433	-157.79	10984.694988172916	23	10	40	15	30				0.3		2	27	"F"												
		"n"	"USA"	"HI"	"HAENA, KAUAI, HI"	22.22	-159.55	11182.337588136606									4.1		1														
		"n"	"USA"	"HI"	"HALAPE, HAWAII, HI"	19.26	-155.25	10627.642253254011									1.5		1														
		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.733	-155.067	10645.097246295973	23	9	58	14	47				10.7	182	1	30	"F"	61	2			43	1	23.5	3		1		2
		"n"	"USA"	"HI"	"HONAUNAU, HAWAII, HI"	19.43	-155.9	10692.910920432028									1.5		1														
		"n"	"USA"	"HI"	"HONOKAA, HAWAII, HI"	20.08	-155.47	10702.022540923843									1.8		1														
		"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	10982.52806617417	23	10	33	15	22				0.8		2	33	"F"												
		"n"	"USA"	"HI"	"HOOKENA, HAWAII, HI"	19.38	-155.9	10689.488678407322									2.1		1														
		"n"	"USA TERRITORY"	"HI"	"JOHNSTON ISLAND"	16.7363	-169.5283	11668.654902733295	23	11	30	16	18				0.52		2	54	"R"												
		"n"	"USA"	"HI"	"KAALUALU, HAWAII, HI"	18.97	-155.62	10638.263341925267									5.2		1														
		"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	10840.36160437217	23	10	18	15	7				3.4	762	2	18	"F"								1	6	1		1
		"n"	"USA"	"HI"	"KAILUA-KONA, HAWAII, HI"	19.63	-155.99	10714.019270850638									2.4		1									0.5	1				
		"n"	"USA"	"HI"	"KAIMU, HAWAII, HI"	19.37	-154.97	10612.151282107614									4		1														
		"n"	"USA"	"HI"	"KALAPANA, HAWAII, HI"	19.35	-154.97	10610.77465472792									2.1		1														
		"n"	"USA"	"HI"	"S KAUAI ISLAND, HI"												4.5		1										1				
		"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.036	-155.832	10728.768116475576									2.7		1														
		"n"	"USA"	"HI"	"KEAAU, HAWAII, HI"	19.735	-155.031	10642.277292642822									3.7		1														
		"n"	"USA"	"HI"	"KEAUHOU, HAWAII, HI"	19.57	-155.95	10706.616076602431									3.7		1														
		"n"	"USA"	"HI"	"KIHEI, MAUI, HI"	20.78	-156.45	10830.322725406813									2.4		1										1				
		"n"	"USA"	"HI"	"KULIOUOU, OAHU, HI"	21.29	-157.72	10969.298740116898											1									0.25	1			50	1
		"n"	"USA"	"HI"	"LAHAINA, MAUI, HI"	20.88	-156.68	10856.017311033									2.1		1										1				
		"n"	"USA"	"HI"	"LANAI ISLAND, HI"														1											1	1		
		"n"	"USA"	"HI"	"LAUPAHOEHOE, HAWAII, HI"	19.99	-155.24	10676.961292210615									2.1		1														
		"n"	"USA"	"HI"	"MAHUKONA, HAWAII, HI"	20.186	-155.906	10745.10961563825									1.2		1														
		"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	13040.813183150998	23	13	30	18	19				0.6		2	16	"R"												
		"n"	"USA"	"HI"	"MILOLII, HAWAII, HI"	19.188	-155.91	10677.170793849165									0.9		1														
		"n"	"USA"	"HI"	"MOLOKAI ISLAND, HI"														1										1				1
		"n"	"USA"	"HI"	"NAPOOPOO, HAWAII, HI"	19.477	-155.922	10697.943083487851									4.9		1											6	1		
		"n"	"USA"	"HI"	"NAWILIWILI, KAUAI, HI"	21.9544	-159.3561	11148.673120055484	23	10	40	15	29				1.5		2	15	"R"												
		"n"	"USA"	"HI"	"ONOMEA, HAWAII, HI"	19.82	-155.1	10653.788172114264									3.4		1														
		"n"	"USA"	"HI"	"OPIHIKAO, HAWAII, HI"	19.43	-154.88	10608.879315549777									1.8		1														
		"n"	"USA"	"HI"	"PAIA, MAUI, HI"	20.92	-156.38	10834.099486844158									3.7		1											1	1		1
		"n"	"USA"	"HI"	"PAKALA, KAUAI, HI"	21.93	-159.65	11171.320039651879									3.2		1														
		"n"	"USA"	"HI"	"PAPAIKOU, HAWAII, HI"	19.79	-155.1	10651.726360271865									2.7		1														
		"n"	"USA"	"HI"	"PAUKUKALO, MAUI, HI"	20.91	-156.49	10842.448904371893									4.6		1										1				
		"n"	"USA"	"HI"	"PEPEEKEO, HAWAII, HI"	19.83	-155.1	10654.47541940888									1.5		1														
		"n"	"USA"	"HI"	"POHOIKI, HAWAII, HI"	19.46	-154.846	10608.15003135241									1.8		1														
		"n"	"USA"	"HI"	"POLOLU VALLEY, HAWAII, HI"	20.21	-155.73	10732.283828486694									3.4		1														
		"n"	"USA"	"HI"	"PUNALUU BAY, HAWAII, HI"	19.14	-155.5	10640.018780401626									3.4		1														
		"n"	"USA"	"HI"	"SOUTH POINT, HAWAII, HI"	18.91	-155.68	10639.107018037861									3.7		1														
		"n"	"USA"	"HI"	"SPRECKELSVILLE, MAUI, HI"	20.91	-156.407	10835.635177559425									3.4		1											1	1		1
		"n"	"USA"	"HI"	"UPOLU POINT, HAWAII, HI"	20.27	-155.85	10746.24735750716									2.1		1														
		"n"	"USA"	"HI"	"WAHIAWA BAY, KAUAI, HI"	21.899	-159.578	11163.31000308971									4.3		1														
		"n"	"USA"	"HI"	"WAILUA, KAUAI, HI"	22.05	-159.33	11152.884871384702									1.5		1														
		"n"	"USA"	"HI"	"WAIPIO VALLEY, HAWAII, HI"	20.12	-155.59	10714.62084456085									2.4		1														
		"n"	"JAPAN"	"AOMORI"	"AOMORI COAST"	40.83	140.75	17088.078863085404									6.3		1														
		"n"	"JAPAN"	"YAMAGUCHI"	"DANNOURA"	33.97	130.95	17788.644581696644	24	0	40	29	29				0.21		2	150	"R"												
		"n"	"JAPAN"	"HOKKAIDO"	"E. COAST HOKKAIDO"	44	143	16919.69036368552									5		1														
		"n"	"JAPAN"	"SHIZUOKA"	"HAMAMATSU"	34.710833	137.726111	17220.319928034027									1.1		1														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO"	44	143	16919.69036368552									5		1														
		"n"	"JAPAN"	"MIYAZAKI"	"HOSOSHIMA"	32.433	131.667	17665.29219960989									0.9		2														
		"n"	"JAPAN"	"NAGASAKI"	"IZUHARA"	34.2	129.3	17940.96544000337									0.09		2		"R"												
		"n"	"JAPAN"	"CHIBA"	"MERA"	34.92	139.826	17043.1136292355									1.3		1														
		"n"	"JAPAN"	"MIE"	"MIE COAST"	34.69	136.54	17323.599877949862									4.9		1														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI (S. COAST)"	38.45	141.6	16980.086617037206									4																
		"n"	"JAPAN"	"HOKKAIDO"	"MONBETU"	44.38	143.22	16902.11996933837	23	19	10	23	59				0.55		2	70	"F"												
		"n"	"JAPAN"	"FUKUOKA"	"MOZI"	33.95	130.97	17786.172021397688	24	0	25	29	14				0.5		2	135	"F"												
		"n"	"JAPAN"	"MIYAGI"	"N MIYAGI COAST"	38.45	141.6	16980.086617037206									6.4																
		"n"	"JAPAN"	"IWATE"	"RIKUCHU (N.)"	39.83	141.86	16981.8441322424									6.3		1														
		"n"	"JAPAN"	"KAGOSHIMA"	"NAZE"	28.383	129.5	17638.192912306673	23	19	50	24	39				0.7		2	15	"F"												
		"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	16977.904332821716									4.9		1														
		"n"	"JAPAN"	"IWATE"	"RIKUCHU (S.)"	39.3	141.88	16971.718332923192									5.6		1														
		"n"	"JAPAN"	"MIYAGI"	"RIKUZEN"	38	141.88	16946.675999567346									6.4		1														
		"n"	"JAPAN"	"IWATE"	"SANRIKU COAST"	39.33	142	16961.995936628402									6.4		1														
		"n"	"JAPAN"	"MIE"	"TOBA"	34.483	136.817	17292.540269792116									1.6		1														
		"n"	"JAPAN"		"ALL OF JAPAN"														1			142	3			872	3	50	4	4230	4	224	3
		"n"	"JAPAN"	"TOKYO"	"TUKIZI"	35.67	139.77	17070.891615873777	23	18	10	22	59				0.67		2	55	"F"												
		"n"	"JAPAN"	"WAKAYAMA"	"WAKAYAMA COAST"	34.217	135.15	17429.702164703704									2.4		1														
		"n"	"MEXICO"	"GUERRERO"	"ACAPULCO"	16.8379333	-99.903	6686.27518718367	23	5	0	9	49				0.96		2	35	"F"												
		"n"	"MEXICO"	"BAJA CALIFORNIA"	"ENSENADA"	31.8484	-116.6181	8950.932937929478	23	8	48	13	37				1.23		2	50	"R"												
		"n"	"MEXICO"		"GUAYMAS"	27.925	-110.892	8291.165925467312	23	8	16	13	5				0.39		2	155	"F"												
		"n"	"MEXICO"	"BAJA CALIFORNIA SUR"	"LA PAZ"	24.2673167	-110.3328333	7912.128747122829	23	7	56	12	45				0.73		2	105	"R"												
		"n"	"MEXICO"	"SINALOA"	"MAZATLAN"	23.18	-106.42	7614.457948295252	23	6	57	11	46				0.61		2	33	"R"												
		"n"	"MEXICO"	"OAXACA"	"SALINA CRUZ"	16.1684	-95.1968	6428.555328079235	23	4	56	9	45				0.79		2	44	"F"												
		"n"	"MEXICO"		"TOPOLOBAMPO"	25.6	-109.07	7977.77500322775	23	8	2	12	51				0.15		2	95													
		"n"	"KIRIBATI"		"CHRISTMAS ISLAND, LINE ISLANDS"	1.984	-157.473	9628.302190542556	23	9	3	13	52				0.23		2	40													
		"n"	"MARSHALL ISLANDS, REP. OF"	"MH"	"ENEWETAK, MARSHALL ISLANDS"	11.367	162.35	13766.139683365549	23	13	3	17	52				0.15		2	30	"R"												
		"n"	"USA TERRITORY"	"GU"	"APRA HARBOR, GUAM"	13.433	144.65	15376.457433104968	23	16	40	21	29				0.21		2	30	"R"												
		"n"	"MARSHALL ISLANDS, REP. OF"	"MH"	"KWAJALEIN, MARSHALL ISLANDS"	8.733	167.733	13123.329280767091	23	13	20	18	9				0.38		2	10	"R"												
		"n"	"PAPUA NEW GUINEA"	"EAST NEW BRITAIN"	"RABAUL, NEW BRITAIN"	-4.22	152.18	13381.39378791337									1.2		1														
		"n"	"NEW ZEALAND"	"AUCKLAND"	"AUCKLAND"	-36.85	174.78	9155.772420044925									1.2		1														
		"n"	"NEW ZEALAND"		"DUNEDIN"	-45.8143	170.6294	8727.70183714632	23	8	35	13	24				0.15		2		"R"												
		"n"	"NEW ZEALAND"	"GISBORNE"	"GISBORNE"	-38.676	178.028	8807.224461603791									5.49		1	20													
		"n"	"NEW ZEALAND"		"KAITUNA RIVER"	-37.87	176.37	8975.363327348283									0.6		1														
		"n"	"NEW ZEALAND"		"LEIGH"	-36.29	174.8	9196.488596267553									2.4		1														
		"n"	"NEW ZEALAND"	"CANTERBURY"	"LYTTELTON"	-43.6	172.72	8776.052152570323	23	8	12	13	1				3.45		1														
		"n"	"NEW ZEALAND"		"MAKETU"	-37.76	176.44	8978.855434364294									2.32		1														
		"n"	"NEW ZEALAND"	"NORTHLAND"	"MANGONUI"	-34.9885	173.536	9378.682137669302									0.6		1														
		"n"	"NEW ZEALAND"		"MOUNT MAUNGANUI"	-37.64	176.2	9003.522872099207									1.1		1														
		"n"	"NEW ZEALAND"		"NAPIER"	-39.47	176.91	8822.755630983036									3		1														
		"n"	"NEW ZEALAND"		"NGUNGURU"	-35.63	174.5	9266.037318417042									3		1														
		"n"	"NEW ZEALAND"		"OAMARU"	-45.108	170.98	8762.176628689524									3.65		1	60													
		"n"	"NEW ZEALAND"		"OHIWA HARBOUR"	-37.99	177.16	8914.442160689157											1														
		"n"	"NEW ZEALAND"		"OPUA"	-35.32	174.12	9314.714365547363									3		1														
		"n"	"NEW ZEALAND"		"PORT CHALMERS"	-45.82	170.65	8726.107788546558	23	7	50	12	39				0.22		2	40	"R"												
		"n"	"NEW ZEALAND"	"BAY OF PLENTY"	"TAURANGA"	-37.6410885	176.1811791	9004.682479520412	23	8	23	13	12				0.6		2	50	"F"												
		"n"	"NEW ZEALAND"		"TAYLORS POINT"	-45.78	170.67	8728.061925119417	23	7	40	12	29				0.3		2	18	"R"												
		"n"	"NEW ZEALAND"		"TE AWANGA"	-39.64	176.98	8805.821792709932									3		1														
		"n"	"NEW ZEALAND"		"TUTUKAKA"	-35.6	174.533	9266.104780676422									3		2														
		"n"	"NEW ZEALAND"		"WAITANGI, CHATHAM ISLAND"	-43.95	-176.56	8087.780865459953											1														
		"n"	"NEW ZEALAND"	"WELLINGTON"	"WELLINGTON"	-41.2846	174.7791	8824.559948450511	23	7	45	12	34				0.47		2	28	"R"												
		"n"	"NEW ZEALAND"		"WHAKATANE"	-37.97	176.99	8927.141229283789									0.5		1														
		"n"	"NEW ZEALAND"		"WHANGAREI"	-35.76	174.35	9266.186317991542									1		1														
		"n"	"NEW ZEALAND"		"WHITIANGA"	-36.84	-175.69	8506.591253271295									1.2		1														
		"n"	"USA"	"OR"	"ASTORIA, OR"	46.208	-123.767	10608.228585785764	23	12	40	17	29				0.14		2	90	"F"												
		"n"	"USA"	"OR"	"BANDON, OR"	43.119	-124.408	10367.962975248991											1														
		"n"	"USA"	"OR"	"GOLD BEACH, OR"	42.4	-124.42	10305.533525047631											1										1				
		"n"	"USA"	"OR"	"NEWPORT, OR"	44.65	-124.06	10485.198105668647	23	12	25	17	14				0.61		1	52	"R"												
		"n"	"USA"	"OR"	"OCEAN VISTA, SEASIDE, OR"	45.98	-123.92	10595.398311993935											1														
		"n"	"USA"	"OR"	"SEASIDE, OR"	45.98	-123.92	10595.398311993935	23	15	11	20	0				1.5		1										1				
		"n"	"USA"	"OR"	"TILLAMOOK, OR"	45.46	-123.84	10545.844994870242											1										1				
